GCF	BGC Name	Organism	BGC Class	product	description
GCF2	BGC0000303	Streptomyces refuineus subsp. thermotolerans	NRPS	NRPS.NRPS-like	Streptomyces refuineus subsp. thermotolerans anthramycin biosynthetic gene cluster, partial sequence
GCF89	BGC0002877	Cordyceps militaris CM01	NRPS.PKS	NRPS.T1PKS	Cordyceps militaris CM01 unplaced genomic scaffold CCM_S00009, whole genome shotgun sequence
GCF109	BGC0000725	Pseudomonas aeruginosa PAO1	NA	unknown	Pseudomonas aeruginosa PAO1, complete genome
GCF186	BGC0002174	Epichloe festucae	NRPS	NAPAA	Epichloe festucae epls mRNA for e-poly-L-lysine synthetase, complete cds
GCF137	BGC0001464	Pseudoalteromonas sp. PS5	other	polyhalogenated-pyrrole	Pseudoalteromonas sp. PS5 pyrrole gene cluster, complete sequence
GCF347	X00004_2.region001	Paenibacillus sp Unclassified.	RiPP	cyclic-lactone-autoinducer	Paenibacillus sp strain X00004
GCF260	BGC0003085	Aspergillus ustus	NA	unknown	Aspergillus ustus strain 3.3904 AUSC_33, whole genome shotgun sequence
GCF94	BGC0001192	Paenibacillus alvei	NRPS	NRPS	Paenibacillus alvei colistin (polymyxin E1 & E2) biosynthetic gene cluster, complete sequence
GCF207	BGC0000285	Saccharopolyspora erythraea	PKS	T3PKS	Saccharopolyspora erythraea red pigment gene cluster, partial sequence
GCF246	BGC0000904	Streptomyces rubellomurinus	other	other.phosphonate	Streptomyces rubellomurinus FR900098 biosynthetic gene cluster, complete sequence; and dxrB (dxrB) gene, complete cds
GCF291	BGC0000666	Streptomyces sp. SCSIO 02999	terpene	terpene-precursor	Streptomyces sp. SCSIO 02999 putative Ox3, putative alcohol dehydrogenase zinc-binding domain protein, XiaA, XiaB, XiaC, XiaD, XiaE, XiaF, XiaG, XiaH, XiaI, XiaJ, XiaK, XiaL, XiaM, XiaN, XiaO, XiaP, XiaQ, XiaR, putative bacillolysin, and putative sodium-coupled permease genes, complete cds
GCF19	BGC0001656	Planktothrix paucivesiculata PCC 9631	NRPS.PKS	NRPS-like.transAT-PKS	Planktothrix paucivesiculata PCC 9631 luminaolide gene cluster, complete sequence
GCF135	BGC0002812	Colletotrichum higginsianum IMI 349063	NRPS.PKS	NRPS-like.T1PKS	Colletotrichum higginsianum IMI 349063 chromosome 4, whole genome shotgun sequence
GCF168	BGC0001007	Salinispora arenicola CNS-205	PKS	T1PKS	Salinispora arenicola CNS-205, complete genome
GCF306	BGC0002283	Serratia plymuthica	terpene	terpene	Serratia plymuthica strain WS3236 Ga0236286_11, whole genome shotgun sequence
GCF61	BGC0001970	Okeania hirsuta	NRPS.PKS	NRPS.PKS-like.T1PKS.T3PKS	Okeania hirsuta strain PAB-10-Feb-10-1 malyngamide C acetate gene cluster, complete sequence
GCF34	BGC0000455	Amycolatopsis orientalis HCCB10007	NRPS.PKS	NRPS.NRPS-like.T3PKS	Amycolatopsis orientalis vancomycin biosynthetic gene cluster, complete sequence
GCF168	BGC0002749	Aspergillus candidus	NRPS.PKS	NRPS-like.T1PKS	Aspergillus candidus strain CBS 102.13 unplaced genomic scaffold BDW47scaffold_57, whole genome shotgun sequence
GCF94	BGC0002653	Paenibacillus xylanexedens	NRPS	NRPS	Paenibacillus xylanexedens strain PAMC 22703, complete genome
GCF215	BGC0001558	Streptomyces sp. CNT302	PKS.saccharide	T2PKS.oligosaccharide	Streptomyces sp. CNT302 D329DRAFT_scaffold00013.13, whole genome shotgun sequence
GCF123	X00004_1.region014	Paenibacillus sp Unclassified.	NRPS	NRPS.NRPS-like	Paenibacillus sp strain X00004
GCF199	BGC0000471	Oscillatoria nigro-viridis PCC 7112	RiPP	azole-containing-RiPP.cyanobactin	Oscillatoria nigro-viridis PCC 7112 chromosome, complete genome
GCF217	BGC0001239	Aspergillus nidulans	NA	unknown	Emericella nidulans strain FGCS 4 biotin biosynthesis gene cluster, complete sequence
GCF164	BGC0001042	Streptomyces flaveolus	NRPS.PKS	NRPS.PKS-like.T1PKS.hglE-KS	Streptomyces flaveolus strain DSM 9954 cytochrome P450 monooxygenase gene, partial cds; hypothetical protein, acyl carrier protein, CoA ligase, methyltransferase, putative p450 monooxygenase, deoxyadenosine kinase, dehydrogenase, LysR family regulator, putative protein kinase, hypothetical proteins, TetR-like family regulator, transglycosylase-associated protein, Ser/Arg-related nuclear matrix-like protein, and chimeric AFGP/trypsinogen-like serine protease precursor, genes, complete cds; sanglifehrin A biosynthesis gene cluster, complete sequence; hypothetical protein genes, complete cds; insertion sequence IS4 and insertion sequence transposase genes, complete cds; hypothetical protein, TetR-family transcriptional regulator, and FAD-dependent monooxygenase genes, complete cds; and putative endoribonuclease gene, partial cds
GCF22	BGC0000186	Burkholderia thailandensis E264	NRPS.PKS	NRPS-like.PKS-like.transAT-PKS	Burkholderia thailandensis E264 chromosome II, complete sequence
GCF88	BGC0000328	Pseudomonas savastanoi pv. glycinea	NRPS	NRPS-like	Pseudomonas savastanoi pv. glycinea plasmid p4180A CmaD, CmaE, CmaA, CmaB, CmaC, CmaT, alanyl tRNA synthetase related protein, and CmaU genes, complete cds
GCF153	BGC0000608	Actinokineospora fastidiosa	RiPP	azole-containing-RiPP	Amycolatopsis fastidiosa strain ATCC 202099 nocathiacin biosynthetic gene cluster, partial sequence
GCF260	BGC0001718	Aspergillus aculeatus ATCC 16872	NRPS.other	NRPS.indole	Aspergillus aculeatus ATCC 16872 unplaced genomic scaffold ASPACscaffold_5, whole genome shotgun sequence
GCF264	BGC0000564	Clostridium botulinum A str. ATCC 3502	RiPP	azole-containing-RiPP	Clostridium botulinum A str. ATCC 3502 complete genome
GCF157	BGC0002277	Suillus grevillei	NRPS	NRPS-like	Suillus grevillei isolate DSM 8404 clone 7.2.7 genomic sequence
GCF89	BGC0002185	Penicillium sp.	PKS	T1PKS	Penicillium sp. sh18 DNA, gregatin A biosynthetic gene cluster, complete sequence
GCF13	X00003_1.region008	Paenibacillus sp Unclassified.	NRPS.PKS	NRPS.T1PKS	Paenibacillus sp strain X00003
GCF253	BGC0002613	Vibrio neptunius	NRPS.PKS	NRP-metallophore.NRPS.T1PKS	Vibrio neptunius strain PP-145.98 NODE_21_length_102738_cov_40.499635, whole genome shotgun sequence
GCF164	BGC0000040	Streptomyces neyagawaensis	PKS	T1PKS	Streptomyces neyagawaensis concanamycin A biosynthetic gene cluster, complete sequence
GCF77	BGC0000174	Candidatus Endobugula sertula	NA	unknown	Candidatus Endobugula sertula isolate DEEP bryostatin ABCDX gene cluster, complete sequence
GCF269	BGC0002900	Enterococcus faecalis ATCC 6055	NA	unknown	Enterococcus faecalis ATCC 6055 genomic scaffold acAqC-supercont1.20, whole genome shotgun sequence
GCF138	BGC0002523	Streptomyces nobilis	PKS	T1PKS	Streptomyces nobilis JCM 4274 DNA, biosynthetic gene cluster for desertomycin, complete sequence
GCF75	BGC0001484	Actinomadura sp. ATCC 39365	NA	unknown	Streptomyces sp. ATCC 39365 2'-chloropentostatin biosynthetic gene cluster, partial sequence
GCF23	BGC0002755	Eleftheria terrae	NRPS	NRPS	Eleftheria terrae strain P9846-PB plasmid unnamed1
GCF60	BGC0000612	Bacillus cereus ATCC 14579	RiPP	azole-containing-RiPP	Bacillus cereus ATCC 14579, complete genome
GCF184	BGC0002402	Spinacia oleracea	terpene	terpene	Spinacia oleracea cultivar SynViroflay unplaced genomic scaffold scaffold19898, whole genome shotgun sequence
GCF6	BGC0000395	Nocardia uniformis subsp. tsuyamanensis	NRPS	NRPS	Nocardia uniformis subsp. tsuyamanensis monocyclic beta-lactam antibiotic nocardicin A biosynthesis gene cluster, partial sequence
GCF174	BGC0000727	Streptomyces aureofaciens	NRPS	NRPS-like	Streptomyces aureofaciens strain CCM3239 auricin deoxysugar tailoring biosynthetic gene cluster, complete sequence
GCF12	BGC0000287	Pseudomonas aeruginosa PAO1	NRPS	NRPS	Pseudomonas aeruginosa PAO1, complete genome
GCF249	BGC0000623	Lactiplantibacillus plantarum	NA	unknown	Lactobacillus plantarum plantaricin W beta precursor, plantaricin W alpha precursor, and ABC transporter genes, complete cds
GCF38	BGC0001587	Streptomyces avermitilis MA-4680 = NBRC 14893	other	aminopolycarboxylic-acid	Streptomyces avermitilis MA-4680 = NBRC 14893 DNA, complete genome
GCF158	BGC0002226	Aspergillus aculeatus ATCC 16872	NRPS.other	NRPS.indole	Aspergillus aculeatus ATCC 16872 unplaced genomic scaffold ASPACscaffold_16, whole genome shotgun sequence
GCF148	BGC0003154	Aspergillus flavus	NRPS.PKS.other	NRPS.T1PKS.indole	Aspergillus flavus strain NRRL 3357 chromosome 3
GCF50	BGC0002063	Cryptosporiopsis sp. 8999	PKS	T1PKS	Cryptosporiopsis sp. 8999 dmx gene cluster, complete sequence
GCF39	BGC0002362	Micromonospora endolithica	PKS	T3PKS	Micromonospora endolithica strain F-270-04 hypothetical protein gene, partial cds; hypothetical protein, type III polyketide synthase (losA), and hypothetical protein genes, complete cds; and hypothetical protein gene, partial cds
GCF51	BGC0001882	Penicillium rubens Wisconsin 54-1255	NA	unknown	Penicillium chrysogenum Wisconsin 54-1255 complete genome, contig Pc00c16
GCF26	BGC0001028	Nostoc sp. GSV224	NRPS.PKS	NRPS.T1PKS	Nostoc sp. GSV224 nostopeptolide biosynthetic gene cluster, complete sequence
GCF97	BGC0001887	Bacillus thuringiensis serovar huazhongensis BGSC 4BD1	NA	unknown	Bacillus thuringiensis serovar huazhongensis BGSC 4BD1 chromosome, whole genome shotgun sequence
GCF184	BGC0000669	Arabidopsis thaliana	terpene	terpene	Arabidopsis thaliana chromosome 5, partial sequence
GCF128	BGC0000584	Escherichia coli	NA	unknown	Escherichia coli DNA for plasmid pColV-K30
GCF82	BGC0002232	Claviceps purpurea 20.1	NRPS.other	NRPS.indole	Claviceps purpurea 20.1 WGS project CAGA00000000 data, contig scaffold00022, whole genome shotgun sequence
GCF65	BGC0000351	Mycolicibacterium smegmatis MC2 155	NRPS	NRPS	Mycobacterium smegmatis FxbA (fxbA) gene, partial cds; FxbB (fxbB), FxbC (fxbC), and FxuD (fxtD) genes, complete cds; and unknown genes
GCF52	BGC0000010	Aspergillus flavus	NA	unknown	Aspergillus flavus isolate AF36 aflatoxin biosynthesis gene cluster, complete sequence
GCF304	BGC0001184	Bacillus velezensis FZB42	other	other	Bacillus amyloliquefaciens subsp. plantarum str. FZB42, complete genome
GCF156	BGC0002453	Streptomyces seoulensis	NRPS.PKS	NRPS-like.T1PKS	Streptomyces seoulensis strain A01 ansaseomycin gene cluster, complete sequence
GCF2	BGC0002099	Planomonospora sp.	NA	unknown	Planomonospora sp. strain ID107089 YFH peptide (bytA), putative cytochrome P450 (bytO), and hypothetical protein genes, complete cds
GCF43	BGC0002724	Jatropha curcas	terpene	terpene	Jatropha curcas isolate ELGS0001-1231 unplaced genomic scaffold, RJC1_Hi-C scaffold_989, whole genome shotgun sequence
GCF45	BGC0001605	Sinorhizobium fredii NGR234	terpene	terpene	Sinorhizobium fredii NGR234 plasmid pNGR234a, complete sequence
GCF46	BGC0000180	Legionella parisiensis	PKS	transAT-PKS-like	Legionella parisiensis strain ATCC 35299 lgl gene cluster, complete sequence
GCF332	BGC0002554	Streptomyces exfoliatus	terpene	terpene	Streptomyces exfoliatus 2419-SVT2 DNA, carquinostatin A biosynthetic gene cluster
GCF270	BGC0002087	Burkholderia gladioli	PKS	transAT-PKS	Burkholderia gladioli strain 238, whole genome shotgun sequence
GCF128	BGC0000586	Klebsiella pneumoniae RYC492	NA	unknown	Klebsiella pneumoniae strain RYC492 microcin E492 production gene cluster, complete sequence
GCF2	BGC0000832	Streptomyces roseochromogenus subsp. oscitans DS 12.976	PKS.other	PKS-like.aminocoumarin.other.polyhalogenated-pyrrole	Streptomyces roseochromogenes subsp. oscitans clorobiocin biosynthetic gene cluster, complete sequence
GCF146	BGC0001223	uncultured bacterium	other	indole	Uncultured bacterium clone AZ25P204 genomic sequence
GCF200	BGC0002421	Paraburkholderia xenovorans LB400	NRPS	NRP-metallophore.NRPS	Paraburkholderia xenovorans LB400 chromosome 2, complete sequence
GCF2	BGC0003005	Luteibacter anthropi	NRPS	NRP-metallophore.NRPS	Luteibacter anthropi strain CCUG 25036 NODE_2_length_640712_cov_40.939340, whole genome shotgun sequence
GCF297	BGC0000630	Paracoccus haeundaensis	terpene	terpene	Paracoccus haeundaensis astaxanthin biosynthesis gene cluster, complete sequence
GCF43	BGC0002397	Arabidopsis thaliana	terpene	terpene	Arabidopsis thaliana chromosome 3
GCF37	BGC0002413	Yersinia frederiksenii ATCC 33641	NRPS	NRP-metallophore.NRPS	Yersinia frederiksenii ATCC 33641 genomic scaffold scaffold1, whole genome shotgun sequence
GCF3	BGC0002286	Photorhabdus laumondii subsp. laumondii TTO1	NRPS	NRPS	Photorhabdus luminescens subsp. laumondii TTO1 complete genome
GCF220	BGC0001956	Streptomyces miharaensis	NRPS.PKS	NRPS-like.T1PKS	Streptomyces miharaensis culture ATCC:19440 miharamycins biosynthetic gene cluster, complete sequence
GCF270	BGC0002083	Burkholderia gladioli	PKS	transAT-PKS	Burkholderia gladioli strain Lv-StA LvStA_4, whole genome shotgun sequence
GCF47	BGC0002175	Aspergillus oryzae RIB40	PKS	T1PKS	Aspergillus oryzae RIB40 DNA, chromosome 4
GCF236	BGC0003063	Streptomyces sp. DvalAA-43	RiPP	lanthipeptide-class-iv	Streptomyces sp. DvalAA-43 genome assembly, contig: Ga0115234_1041, whole genome shotgun sequence
GCF164	BGC0000117	Streptomyces avermitilis	PKS	T1PKS	Streptomyces avermitilis oligomycin biosynthetic gene cluster
GCF288	BGC0003083	Sphingopyxis alaskensis RB2256	RiPP	lassopeptide	Sphingopyxis alaskensis RB2256, complete sequence
GCF11	BGC0000413	Pseudomonas protegens Pf-5	NRPS.RiPP	NRP-metallophore.NRPS.ranthipeptide	Pseudomonas protegens Pf-5, complete genome
GCF156	BGC0001963	Catenulispora sp.	NRPS.PKS	NRPS.NRPS-like.T1PKS	Catenulispora sp. strain KCB13F217 catenulisporolide biosynthetic gene cluster, complete sequence
GCF36	BGC0002473	Acinetobacter bouvetii DSM 14964 = CIP 107468	NRPS	NRP-metallophore	Acinetobacter bouvetii DSM 14964 = CIP 107468 strain DSM 14964 B090DRAFT_scaffold_1.2, whole genome shotgun sequence
GCF2	BGC0000376	Streptomyces sp. Sp080513GE-23	NRPS	NRPS	Streptomyces sp. Sp080513GE-23 DNA, JBIR-34 and 35 biosynthesis gene cluster
GCF266	BGC0000708	Streptomyces lividus	other	2dos	Streptomyces lividus lividomycin biosynthesis gene cluster
GCF121	BGC0001889	Thermobifida fusca YX	RiPP	lassopeptide	Thermobifida fusca YX, complete genome
GCF217	BGC0001238	Aspergillus nidulans	NA	unknown	Emericella nidulans strain Glasgow G051 biotin biosynthesis gene cluster, complete sequence
GCF97	BGC0001585	Escovopsis weberi	NRPS	NRPS	TPA_exp: Escovopsis weberi epipolythiodiketopiperazine biosynthesis gene cluster, complete sequence
GCF171	BGC0002285	Streptomyces sp. ZS0098	NA	unknown	Streptomyces sp. ZS0098 contig5, whole genome shotgun sequence
GCF24	BGC0002535	Streptomyces celluloflavus	NRPS	NAPAA	Streptomyces celluloflavus USE-31 DNA, gamma-poly-L-2,4-diaminobutyric acid biosynthetic gene cluster
GCF44	BGC0001746	Streptomyces pristinaespiralis ATCC 25486	terpene	terpene	Streptomyces pristinaespiralis ATCC 25486 chromosome, whole genome shotgun sequence
GCF103	BGC0000583	Streptomyces griseus subsp. griseus NBRC 13350	RiPP	linaridin	Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome
GCF2	BGC0000445	Micromonospora sp. ML1	NRPS	NRPS.NRPS-like	Micromonospora sp. ML1 thiocoraline gene cluster
GCF205	BGC0000282	Streptomyces griseus subsp. griseus NBRC 13350	PKS	T3PKS	Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome
GCF192	BGC0002959	Streptomyces albospinus	NA	unknown	Streptomyces albospinus strain JCM 3399 sequence010, whole genome shotgun sequence
GCF146	BGC0002460	Nocardiopsis flavescens	other	indole	Nocardiopsis flavescens strain NA01583 nucleotide pyrophosphohydrolase and hypothetical protein genes, complete cds; loonamycin biosynthetic gene cluster, complete sequence; and hypothetical protein and DUF4913 domain-containing protein genes, complete cds
GCF311	BGC0002058	Streptococcus mutans B04Sm5	NRPS	NRPS	Streptococcus mutans B04Sm5 contig_504, whole genome shotgun sequence
GCF104	BGC0000599	Bacillus thuringiensis	RiPP	ranthipeptide.sactipeptide	Bacillus thuringiensis strain DPC6431 thuricin operon, partial sequence
GCF117	BGC0001899	Plenodomus lingam JN3	PKS	T1PKS	Leptosphaeria maculans JN3 lm_SuperContig_11_v2 genomic supercontig, whole genome, isolate v23.1.3
GCF259	BGC0000619	Lactobacillus gasseri	RiPP	RiPP-like	Lactobacillus gasseri gassericin T gene cluster, complete cds, strain: LA158
GCF2	BGC0001567	Streptomyces lincolnensis	NRPS	NRPS	Streptomyces lincolnensis strain NRRL 2936, complete genome
GCF4	BGC0002373	Streptomyces sp.	NRPS.PKS.other	NRPS.PKS-like.betalactone	Streptomyces sp. strain UTZ13 genomic sequence
GCF68	BGC0001771	Streptomyces sclerotialus	NRPS.other	NRPS.butyrolactone	Streptomyces sclerotialus strain NRRL ISP-5269 contig43.1, whole genome shotgun sequence
GCF33	BGC0000080	Sorangium cellulosum	PKS	T1PKS	Polyangium cellulosum strain So ce307 conserved hypothetical protein gene, partial cds; and jerangolid gene cluster, partial sequence
GCF36	BGC0001502	Aeromonas hydrophila subsp. hydrophila ATCC 7966	NRPS	NRP-metallophore.NRPS	Aeromonas hydrophila subsp. hydrophila ATCC 7966, complete genome
GCF114	BGC0000687	Diaporthe amygdali	terpene	terpene	Diaporthe amygdali genomic DNA, strain:N2, clone:PaGenomeA
GCF242	BGC0003097	Rothia dentocariosa ATCC 17931	RiPP	lanthipeptide-class-ii.linaridin	Rothia dentocariosa ATCC 17931, complete genome
GCF9	BGC0001029	Nostoc sp. 152	NRPS.PKS	NRPS.NRPS-like.T1PKS	Nostoc sp. 152 ResB-like protein gene, partial cds; ABC transporter, hypothetical protein, GTP cyclohydrolase, hypothetical proteins, and putative RNA ligase genes, complete cds; nostophycin biosynthetic gene cluster, complete sequence; and hypothetical protein gene, complete cds
GCF34	BGC0000418	Amycolatopsis lurida	NRPS.PKS	NRPS.NRPS-like.T3PKS	Amycolatopsis lurida strain NRRL2430 ristocetin biosynthetic gene cluster, complete sequence
GCF185	BGC0001729	Penicillium brasilianum	PKS.terpene	T1PKS.terpene	Penicillium brasilianum DNA, paraherquonin biosynthetic gene cluster, complete sequence, strain: NBRC 6234
GCF150	X00009_1.region007	Paenibacillus sp Unclassified.	terpene	terpene-precursor	Paenibacillus sp strain X00009
GCF85	BGC0000119	Streptomyces pactum	PKS	PKS-like.T1PKS.arylpolyene	Streptomyces pactum strain ATCC 27456 pactamycin biosynthetic gene cluster, partial sequence
GCF42	BGC0001986	Streptomyces chrestomyceticus	NRPS	CDPS	Streptomyces chrestomyceticus strain NA4264 pcm gene cluster, complete sequence
GCF123	BGC0000543	Staphylococcus epidermidis	RiPP	lanthipeptide-class-i	S.epidermidis pepA, pepB, pepC, pepI, pepP and pepT genes
GCF12	BGC0000974	Chondromyces crocatus	NRPS.PKS	NRPS.T1PKS	Chondromyces crocatus crocacin biosynthetic gene cluster, strain Cmc5
GCF41	BGC0002256	Fusarium equiseti	NRPS.other	NRPS.indole	TPA_asm: Fusarium equiseti genomic sequence
GCF104	BGC0000874	Streptomyces griseochromogenes	RiPP	lanthipeptide-class-iv	Streptomyces griseochromogenes blasticidin biosynthetic cluster, partial sequence
GCF133	BGC0000134	Pochonia chlamydosporia	PKS	T1PKS	Pochonia chlamydosporia strain ATCC 16683 radicicol gene cluster, partial sequence
GCF228	BGC0000422	Streptomyces lavendulae	NRPS.other	NRPS.melanin	Streptomyces lavendulae strain NRRL 11002 tyrosinase, tyrosinase co-factor, putative translation initiation inhibitor, putative transcriptional regulator, hypothetical protein, putative methyltransferase, hypothetical protein, and glyoxalase/bleomycin resistance protein/dioxygenase genes, complete cds; and saframycin A biosynthetic gene cluster, complete sequence
